"key","en","ja","zh-TW"
"grape.descriptions.special_apis.customers.cancel_aio_order.desc","Cancel all-in-on other valid order","統合された逆トランザクション：蓄積されたポイントの回復 + 他のチャネルからの有効な注文の削除 + クーポンの返却 + 交換ポイントの返却","整合式逆交易：收回累點 + 刪除其他通路有效訂單 + 返還使用優惠券 + 返還兌點"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.action_type","Action Type (delete to remove, invalid to cancel, defaults to delete) (Custom Feature - please contact your onboarding consultant for setup)","操作タイプ（delete:削除、invalid:キャンセル、デフォルトはdelete）（カスタマイズ項目です。設定をご希望の場合は、開店コンサルタントにお問い合わせください）","操作類型 (delete刪除, invalid取消，預設為delete)(客製項目，如欲設置，請洽開店顧問)"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.bonus_consumed","Bonus consumed that should be compensated","返還されるポイント数","返還的兌點點數"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.coupon_codes","Coupon codes that should be compensated (comma seperated)","引き換え用クーポンコード（カンマ区切り）","返還的優惠券代碼 (逗點區隔)"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.customer_id","Customer's ID","会員ID","會員 ID"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.gained_bonus_id","Gained bonus's ID that should be returned","累積ポイントID","累點 ID"
"grape.descriptions.special_apis.customers.cancel_aio_order.params.other_valid_order_id","Other valid order's ID that should be cancelled","他のチャネルの有効な注文ID","其他通路有效訂單 ID"
"grape.descriptions.special_apis.customers.create_aio_order.desc","Create all-in-on other valid order","統合されたポジティブトランザクション：ポイントの交換 + クーポンの使用 + 他のチャネルからの有効な注文の追加 + ポイントの蓄積","整合式正交易：兌點 + 使用優惠券 + 新增其他通路有效訂單 + 累點"
"grape.descriptions.special_apis.customers.create_aio_order.params.bonus_consumed","Bonus consumed by order","ポイント交換","兌點點數"
"grape.descriptions.special_apis.customers.create_aio_order.params.bonus_gain","Bonus gained by order","疲れた","累點"
"grape.descriptions.special_apis.customers.create_aio_order.params.bonus_gain_deadline","Gained bonus's deadline (YYYY-MM-DD hh:mm:ss)","累積ポイント有効期限 (YYYY-MM-DD hh:mm:ss)","累點到期日 (YYYY-MM-DD hh:mm:ss)"
"grape.descriptions.special_apis.customers.create_aio_order.params.bonus_gain_points","Gained bonus's points","ポイントを貯める","累點點數"
"grape.descriptions.special_apis.customers.create_aio_order.params.coupon_codes","Coupon codes used by order (comma seperated)","使用したクーポンコード（カンマ区切り）","使用的優惠券代碼 (逗點區隔)"
"grape.descriptions.special_apis.customers.create_aio_order.params.customer_id","Customer's ID","会員ID","會員 ID"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order","Other valid order info","その他のチャネルの有効な注文","其他通路有效訂單"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_channel_name","Channel's name","チャンネル名","通路名稱"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_customer_note","Customer Note","備考","備註"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_extra_infos","Extra information","追加情報","額外資訊"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_invoice_no","Invoice's number","請求書番号","發票編號"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_note","Order note","述べる","備註"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_operator","Order operator","オペレーター","操作人"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_price","Order price","注文金額","訂單金額"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_product_name","Product's name","製品名","商品名稱"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_product_price","Product's price","単価","商品單價"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_product_quantity","Product's quantity","商品の数量","商品數量"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_products","Order's products","注文の詳細","訂單明細"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_source","Order source","ソース","來源"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_uid","UID","ユーザID","UID"
"grape.descriptions.special_apis.customers.create_aio_order.params.other_valid_order_valid_at","Order valid at (YYYY-MM-DD)","設立年月日 (YYYY-MM-DD)","成立時間 (YYYY-MM-DD)"
"grape.descriptions.special_apis.orders.get_50.desc","Get 50 times of first order","初回注文の50倍を獲得","取得 50 倍的第一筆訂單"
"grape.descriptions.special_apis.orders.get_50.params.offset","Offset","最初の数回のストローク","第幾筆開始"
"grape.descriptions.special_apis.orders.get_50.params.page","Page","ページ","第幾頁"
"grape.descriptions.special_apis.orders.get_50.params.per_page","Per page","1ページあたりのエントリ数","每頁幾筆"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.desc","Batch create product and one variant and spec to all pos shops","すべての販売店のPOSに「商品」、「スタイル」、「商品説明に対応する仕様」を作成します。","建立「商品」，「一個款式」，「商品介紹對應的 spec」到所有商家的 Pos 中"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.body_html","Html that decribes the product","製品紹介 html","商品介紹 html"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.brief","Product brief","製品説明","商品簡述"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.english_title","English title","商品の英語タイトル","商品英文標題"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.handle","Product url (/products/xxxxxx)","製品 URL コード (/products/xxxxxx)","商品網址代碼 (/products/xxxxxx)"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.product_type","Product type","製品タイプ","商品類型"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.product_type_code","Product type code","製品タイプコード","商品類型代碼"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.sell_from","The datetime that start to sell (YYYY-MM-DD HH:MM:SS), remain blank if there is no restriction","掲載日 (YYYY-MM-DD hh:mm:ss)。空白のままにすると、リリース日は設定されません。","上架日期 (YYYY-MM-DD hh:mm:ss)，不填則不設定走期"
"grape.descriptions.special_apis.products.all_pos_shops_product_batch_create.params.product.sell_to","The datetime that end to sell (YYYY-MM-DD HH:MM:SS), remain blank if there is no restriction","上場廃止日 (YYYY-MM-DD hh:mm:ss)。空白のままにすると、上場廃止日は設定されません。","下架日期 (YYYY-MM-DD hh:mm:ss)，不填則不設定走期"
